Easting,Northing,Name,Driller,Date Drilled,Abstraction Volume per day,District,Borehole Depth,Static Water Level,Yield l/s,Status,Functionality,,
558795,8524754,Kauma  ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
558904,8493596,Chamkakala  2,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
558905,8485648,Kantchere Bore hole,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
558916,8811291,Mnganya,Sawa Group,10/26/2016,,Rumphi,0.00001,0.00001,0.00001,,Not-Known,,
558949,8486536,Mzowa ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
558957,8494959,Tiyendekuti ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559079,8510182,Pemba ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559103,8483852,Chimkoko   Dinde   ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559227,8517131,Khomo ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559252,8526518,Chidothi  ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559299,8494597,Kafaniya ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559422,8490205,Kamkwiyo ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559431,8494002,Fungwe ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559480,8483981,Chimtolo ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559484,8486538,Mbedza  ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559508,8509616,Mseteka ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559558,8487938,Chilemba ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559562,8525861,Mandevu  ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559641,8527655,Mndinga School   - BH13,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559647,8491683,Mbuwa  2,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559651,8511063,Katuta ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559734,8518377,Chimwendo School ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559774,8512488,Simbi village ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559826,8509106,Chinyau ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559828,8502739,Kamgonda   ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559854,8508829,Kamwera ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559936,8485794,Mwamsambo ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559936,8491720,Mbuwa  ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
559960,8528362,Chapuwala  - BH12,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560027,8510027,Mzyoka ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560029,8487293,Kambokambo School ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560047,8510211,Mzyoka 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560055,8487881,Maweza ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560055,8500826,Chilimmimba  school  ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560088,8492616,Kamanga ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560096,8530440,Nkhandwe  ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560140,8507686,Master  2,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560174,8527686,Kashangula  ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560216,8483784,Chiwala ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560255,8487150,Kambokambo ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560264,8486645,Chisani ,,,,Dowa,0.00001,0.00001,0.00001,,Not-Known,,
560285,8511835,Litepo 1 Bolehole,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560364,8492717,Kamanga   2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560397,8782967,Sinjeliheni,Sawa Group,9/26/2016,,Rumphi,0.00001,0.00001,0.00001,,Functional,,
560440,8484595,Chapita ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560495,8489189,Kamoto  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560498,8484894,Zimwanda ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560541,8490159,Goli ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560544,8530159,Ngala CDSS  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560547,8527067,Nkhoma  - BH14,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560714,8519197,Shumba ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560754,8491582,Mtelemuka  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560787,8525057,Mantchondo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560789,8494645,Mwakana  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560818,8514331,Mlangali  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560853,8494321,Mwakana  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560871,8506225,Magantha Village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560878,8514079,Mlangali  1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560937,8483401,Mponde  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560954,8519528,Ngwenya ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560972,8508917,Kabwinja Primary School ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
560993,8514262,Mlangali  3,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561009,8491667,Tsache  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561011,8508547,Chamela ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561078,8509066,Kabwinja CDSS ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561088,8506282,Magantha School ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561128,8494115,Mkulumimba  3,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561144,8505273,Waya ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561188,8485427,Tembwe  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561228,8483473,Ngwata ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561228,8520162,Katumbu ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561263,8530618,Mzozo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561317,8470150,Godi,Sawa Group,9/23/2016,,Lilongwe,0.00001,0.00001,0.00001,,Functional,,
561361,8513122,Mpotera ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561367,8493671,Mkulumimba  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561386,8493449,Mkulumimba  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561405,8519973,Kapini School ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561423,8451337,Puwa,Welthungerhlife,3/3/2023,10,Dedza,42,5.5,1.86,,Functional,,
561452,8512471,Masumba ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561464,8554906,Nkhako,Sawa Group,10/20/2016,,Kasungu,0.00001,0.00001,0.00001,,Functional,,
561472,8516247,Chigoma ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561496,8514073,Nauch School  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561542,8451292,Chifisi,Welthungerhlife,2/2/2023,10,Dedza,45,2.7,0.47,,Functional,,
561580,8514077,Nauchi School  1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561599,8489717,Siwinda ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561644,8906008,Lufira F P School ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
561650,8500079,Manthepa  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561663,8515884,Lipenga ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561673,8484029,Mwalukill ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561701,8502371,Gasiteni ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561729,8519551,Chinganyama ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561731,8494960,Mbunjika ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561745,8489545,Jana ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561745,8516290,Mkhobola school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561757,8878666,Nkhumano Church,Foundation for Irrigation and Sustainable Development,12/30/2023,,Chitipa,50,12.85,1,,Functional,,
561804,8486398,Mwachipula ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561904,8525576,Kalungulu ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561905,8503610,Lambwe  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561909,8494765,Sulamoyo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561940,8488941,Sakali ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561946,8484421,Kaponda nsenye ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
561975,8519242,Milimbu ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562021,8494729,Mtsiro  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562048,8484589,Dzidzi  1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562067,8518786,Chikwangula ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562134,8491456,Namtcheka ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562139,8489393,Chembe ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562159,8503650,Nkuyu school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562204,8525655,Mankhaka ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562212,8445110,Fundo,Sawa Group,9/23/2016,,Lilongwe,0.00001,0.00001,0.00001,,Functional,,
562254,8518582,Kapudzula ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562266,8484422,Dzidzi  5,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562277,8514095,Chibwana ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562340,8494857,Mdika Primary  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562368,8516580,Chibisa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562378,8484639,Dzidzi  3,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562379,8530799,Masitala  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562387,8516993,Kanyangalazi ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562392,8495056,Mdika CCAP Church  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562402,8484487,Dzidzi  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562465,8484572,Dzidzi  4,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562486,8493985,BUNO ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562504,8518686,Nyankhwaya ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562545,8525008,Katalima village  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562556,8495056,Mdika CDSS  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562626,8504043,Chakwawa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562668,8495014,Mdika CDSS  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562789,8508372,Msampha ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562810,8530852,Chigaliya ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562837,8524993,Katalima village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562862,8488973,Mdzumira  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562885,8803135,Thazima,Sawa Group,11/18/2016,,Rumphi,0.00001,0.00001,0.00001,,Functional,,
562935,8522615,Makonola  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562952,8525122,Katalima School ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
562975,8491746,Kayembe Health Centre ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563014,8491609,Kayembe Primary School  1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563020,8494164,Chimbalu  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563060,8495051,Simwila ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563068,8498350,Chibwalo  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563077,8522379,Makonola ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563096,8491506,Kayembe Primary School  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563107,8498541,Chimtsindo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563162,8488848,Msampha ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563204,8511563,Nambamba,Sawa Group,8/20/2016,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563207,8492209,Masala ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563241,8505809,Chipuni ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563314,8491870,Mkanakufa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563321,8530995,Kachala ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563324,8511173,Nambamba primary school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563338,8491720,Katema  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563355,8489936,Mpopera ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563369,8489893,Mpopera  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563403,8491442,Chinavinga  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563435,8511064,Nambamba ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563478,8488138,Msamba   ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563480,8456452,Zindo,Sawa Group,9/16/2016,,Lilongwe,0.00001,0.00001,0.00001,,Functional,,
563484,8499423,Sindeya Primary School  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563519,8522176,Kaleso ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563533,8490177,Kachitewe ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563554,8491421,Chinavinga ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563556,8499601,Sonkhwe ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563601,8501418,Limunga  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563625,8511057,Kwimbayani ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563648,8484355,Manuel ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563660,8521870,BH10 - Kapachika Village,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563692,8519187,Dickson ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563710,8509996,Mzingwa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563710,8511568,Kachiliko ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563711,8500852,Kabata  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563724,8491285,Gulumule ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563732,8522618,Gauzi ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563734,8497316,Mndendela  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563734,8530813,Kachala 2  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563778,8522199,Chuwira school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563788,8499752,Pida  Bore hole ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563823,8485003,Kaundama,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563863,8512507,Nkhawa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563874,8495257,Mtupila  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563876,8491427,Chiphule ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563877,8513265,Chikwawe ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563889,8525191,Lombwa  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563890,8526021,Chiwoza ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563901,8497568,Mkomba  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563906,8531285,Chanduzi ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563918,8524446,Chilemba birehole,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563932,8484417,Katipwa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563940,8788489,Galang'anda,Sawa Group,9/29/2016,,Rumphi,0.00001,0.00001,0.00001,,Functional,,
563957,8495016,Mwelatu ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563960,8531189,Bwanyundo School  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563995,8494868,Mtupila Ng'ona ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
563999,8518911,Bokosala ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564000,8497924,Chitete  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564026,8535587,Buza 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564027,8495070,Mtupila  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564032,8495079,Mtupila  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564033,8484848,M'buta ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564066,8523126,Mndinde,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564071,8509838,Kamambasa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564095,8487852,Ng'ombe  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564128,8504471,Sangayambe ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564141,8764528,Thembani,Sawa Group,11/20/2016,,Rumphi,0.00001,0.00001,0.00001,,Functional,,
564148,8497804,Simoni  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564149,8517283,Chapuma ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564191,8525921,Yona ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564200,8535863,Buza Village,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564230,8485109,Chimbalu CDSS ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564240,8505285,Chilijembeu ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564279,8513813,Kanzingeni ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564306,8523579,Kapeta ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564320,8488604,Khombe ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564364,8485045,Chimbalu primary  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564378,8522123,Fulatira ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564383,8514380,Chikwawe ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564385,8536515,Katundung'ombe  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564399,8514174,Chikwawe school ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564448,8485132,Chimbalu Primary School  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564449,8491272,Chitedze  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564492,8503467,Changunda ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564494,8535414,Kalikulu ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564532,8486236,Kalaka ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564543,8488445,Mwadala ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564582,8486156,Nthondo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564591,8534596,Jeseni  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564618,8487765,Chilije  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564619,8485218,Chimbalu Village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564631,8531946,Mtambalika health post  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564657,8905183,Madibira ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
564718,8517487,Natola CDSS ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564721,8534406,Josen CBCC ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564730,8450400,Phalura,Welthungerhlife,3/2/2023,10,Dedza,44,0.2,1.86,,Functional,,
564732,8491773,Mndendela ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564733,8486651,Simulemba 1 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564751,8534135,Kankhande  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564765,8513010,Msiyakulima ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564774,8488302,Kawale Village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564776,8488529,Makuta ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564786,8486421,Newa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564814,8532260,Mphaluka ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564839,8488829,Kawale School ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564862,8490852,Galanga ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564872,8562678,Photola,Hydropartner,9/19/2016,,Kasungu,0.00001,0.00001,0.00001,,Functional,,
564872,8562678,Photola,Sawa Group,9/19/2016,,Kasungu,0.00001,0.00001,0.00001,,Functional,,
564880,8486828,Simulemba  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564881,8500761,Gondoli ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564885,8526337,Chinthu ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564953,8520755,Namkumba  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
564987,8521051,Namkumba ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565005,8511284,Kaphwiti ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565006,8485234,Mangochi 2 ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565010,8484850,Nambuma Central Market ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565044,8494122,Chilemba Bore hole ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565045,8515304,Nkodzo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565059,8499595,Lipiri  Health Post  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565097,8506868,Chawatha ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565134,8493582,Chikankha  primary School  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565168,8520025,Dziko Village,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565188,8501629,Kachiwale  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565189,8499004,Lipiri  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565203,8496424,Chiponda  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565209,8536620,Katundu  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565214,8497215,Kabweramchombo  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565281,8493063,Kameta  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565285,8501196,Kachiwale  1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565298,8494137,Katsinje  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565332,8532988,Chikhwali ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565341,8499083,Lipiri  1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565364,8485348,Chinyerenyere ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565373,8514152,Mzira ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565389,8520211,Chazayila ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565485,8525225,Mphamba  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565517,8500098,Kanjoka ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565560,8525109,Mayupe  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565571,8531919,Ndeka  2,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565591,8490467,Msangwa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565610,8449922,Chimkwita,Welthungerhlife,2/7/2023,10,Dedza,44,3.6,0.00001,,Functional,,
565628,8572082,Kathamalo,Sawa Group,9/21/2016,,Kasungu,0.00001,0.00001,0.00001,,Functional,,
565635,8905828,Matope ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
565652,8485021,Malabada ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565812,8536539,Singo  - BH1,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565858,8496534,Mtengeza  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565877,8489565,Chimphwemphwa ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
565959,8905208,Maliwa  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
565971,8536605,Chilemba ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566085,8504534,Simbi  Trading Centre,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566125,8635975,Champhira Admarc,Borehole Construction Fund,,,Mzimba,0.00001,0.00001,0.00001,,Functional,,
566126,8635972,Champhira,,,,Mzimba,0.00001,0.00001,0.00001,,Functional,,
566134,8489840,Kampira ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566134,8497229,Sendeza ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566159,8510634,Chadika ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566172,8527030,Kamtoma ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566178,8536259,Katundu  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566232,8533863,Bweya School  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566268,8533878,Bweya School Staff  ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566355,8485727,Mdongo ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566377,8534018,Bweya Village ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
566386,8907438,Namchenyenthero 1  ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
566473,8906954,Kanyerere ,,,,Karonga,0.00001,0.00001,0.00001,,Functional,,
566494,8515418,Madisi Market ,,,,Dowa,0.00001,0.00001,0.00001,,Functional,,
